# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	嘿，大狗狗。
line:c13d4e24	He's hot.	他很性感。
line:675d7e37	He's like. SUPER hung.	他的那個，超級大。
line:7deb9fff	He's like... a big softy surrounded by sharp pointy bits.	他就像是……一顆軟軟的心，外面包滿尖刺。
line:800c553d	He's my dream dragon.	他是我夢中的那條龍。
line:4b3c70d9	He's snappy, but tender too!	他嘴巴很兇，但也很溫柔！
line:31281c6d	He's this REALLY cute red drake who goes to the wash!	有條超級可愛的小紅龍，會來這裡洗澡！
line:4c11c83e	He's tiny, I like being eye level with him.	他小小的，我喜歡能跟他平視。
line:b9ce2f3c	He's... Considerate. Real understanding too.	他……很體貼，也很能理解人。
line:8e9e0f98	Heard about you and the big blue guy. Ryan was it?	聽說你跟那個藍色大傢伙的事了。叫萊恩，對吧？
line:ca4a9672	Heeeey Ryan.	嘿——萊恩。
line:24ce37ec	Heeeey.	嘿——。
line:bb70c1ed	Heh. Yeah.	嘿，對啊。
line:3fa80829	Heh. Yeah. I like you too.	嘿，對啊。我也喜歡你。
line:20393ff6	Heh. Yeah. That's me.	嘿。對，就是我。
line:ac769d93	heh.. yea.. sorry..	嘿……對啊……抱歉……
line:5246ceea	Heh... alright.	嘿……好吧。
line:75fef5cb	Heh... Damn right.	嘿……那當然。
line:5f0edcb2	Heh... Handsy today, huh?	嘿……今天很愛動手，嗯？
line:2f55b3aa	Hehe	嘿嘿
line:7e991330	Hehe yeah.	嘿嘿，對啊。
line:3223473f	Hehe, I'm excited to get into the dating scene again.	嘿嘿，好期待重新開始約會。
line:4a137220	Hehe, thanks. It has stuff that should be good for both of us.	嘿嘿，謝謝。裡面有我們兩個應該都能吃的東西。
line:1a3e2a73	Hell yea	爽啦。
line:93f67490	Hell yeah	爽啦
line:389e4033	Hell yeah I did!	幹，當然享受！
line:17dbb9b7	Hell yeah.	爽啦。
line:4b7b33d9	Hello!	你好！
line:c3d3da41	Hello!	你好！
line:4183ca7e	Hello, <i>'Drag'n wash franchise 223'...</i> Have you figured out how to interact yet?	你好，<i>「Drag'n'wash 第 223 號加盟店」……</i>你學會怎麼互動了嗎？
line:a99c515c	Hello, <i>'Drag'n wash franchise 223'...</i> Have you spoken to your first customer yet?	你好，<i>「Drag'n'wash 第 223 號加盟店」……</i>你和第一位客人說過話了嗎？
line:b7cce838	Hello.	你好。
line:a8779ebf	Hello?	有人嗎？
line:dd4b34ae	Hello?	有人嗎？
line:1954aab7	Help the developers out please..	請幫開發者回報一下……
line:db9c3a5c	Help the developers out please..	請幫開發者回報一下……
line:f7f7f5a1	Help the developers out please..	請幫開發者回報一下……
line:fc461784	Help the developers out please..	請幫開發者回報一下……
line:ee3398a6	Hey big guy.	嘿，大傢伙。
line:0090c7b0	Hey Conrad!	嘿，康拉德！
line:3d0a5aeb	Hey Conrad!	嘿，康拉德！
line:a2b4acea	Hey conrad!	嘿，康拉德！
line:975a629f	Hey Conrad.	嘿，康拉德。
line:21235886	Hey could you come up front where I can see you?	嘿，可以到前面，讓我看得到你嗎？
line:533532c4	Hey fine by me!	嘿，我沒問題！
line:1538bc7e	Hey good lookin'	嘿，帥哥。
line:0121c874	Hey hey. Glad you're open.	嘿嘿。幸好你有開。
line:71b651dd	Hey I have something to say!	嘿，我有話想說！
line:0d4e0ecf	Hey kobold!	嘿，狗頭人！
line:af3f02c9	Hey Ryan, what do you have there?	嘿，萊恩，你帶了什麼？
line:6374414d	Hey thanks for being here for me...	嘿，謝謝你陪著我……
line:bf5ff483	Hey there, happy to be back.	嗨，很高興又來了。
line:c38b7fa6	Hey there, Ryan!	嘿，萊恩！
line:2d5fc8a2	Hey there- Maybe you can get 'hands on' later?	嘿，也許你晚點再「親自動手」？
line:1b6c7f75	Hey there.	嗨。
line:5dacf226	Hey there.	你好。
line:82698bd1	Hey there.	嗨。
line:ab3a5d9c	Hey there.	嘿。
line:3d2bc74e	Hey uh, do you think Ryan and I will <i>actually</i> work out?	嘿，呃，你覺得我跟萊恩<i>真的</i>會有結果嗎？
line:04501155	Hey uh, I just need a cleaning.	嘿，呃，我只是需要洗個澡。
line:2a29842a	Hey uh... Not now.	嘿，呃……現在不要。
line:8caa3196	Hey uhm, thanks once again.	嘿，嗯，再次謝謝你。
line:5c7a9105	Hey!	嘿！
line:eed2cc64	Hey!	嘿！
line:2f3f5508	Hey! He's just... 'vertically challenged'.	嘿！他只是……「身高受限」。
line:55bb78d1	Hey! I'm here for a wash.	嘿！我是來洗澡的。
line:33480903	Hey, Alexander!	嘿，亞歷山大！
line:21fcef4f	Hey, Alexander.	嘿，亞歷山大。
line:14598ca6	Hey, big guy!	嘿，大傢伙！
line:e7353d24	Hey, I've got a question for you.	嘿，我有個問題想問你。
line:674877e5	Hey, nothin' wrong with asking!	嘿，問一下又沒什麼！
line:d2589856	Hey, welcome back!	嘿，歡迎回來！
line:0d3e4054	Hey.	嘿。
line:aa0dda7b	Hey.	嘿。
line:7f2e2736	Hey... little guy!	嘿……小傢伙！
line:933efa6d	Hi again!	又見面了！
line:873a2b9a	Hi again..	嗨，又見面了……
line:83ac5b68	Hi Conrad.	嗨，康拉德。
line:050efd1a	Hi, Ryan!	嗨，萊恩！
line:06ed6aea	Hiiiii! Hiii!	嗨——！嗨！
line:5a632b75	His physical form is currently reconstituting in the staff lounge.	他的肉身目前正在教職員休息室重新成形。
line:6bd91ca7	Hm, I think I'll pass on the mount.	嗯，交配架我想就先不用了。
line:370d719b	Hm?	嗯？
line:3c3ddd0c	Hm?	嗯？
line:44658d73	Hmm...	嗯……
line:bf059ff3	Hmm...	嗯……
line:730b1ca4	Hmm?	嗯？
line:fc571337	Hmmm, maybe something else?	嗯，也許換個別的？
line:19207e44	Hold on a little longer for me?	可以為我再忍一下嗎？
line:f2ae89c4	Honestly, I'm surprised how nice this is.	老實說，沒想到這麼舒服。
line:a2ff0176	Hope it went well.	希望一切順利。
line:b17360a0	Hope that's alright?	希望你不介意？
line:ae08853f	Hope you're doing alright!	希望你一切都好！
line:e1fa2461	Hopefully! I'll go get the gate.	希望囉！我去開門。
line:99931b37	Hopefully.	希望啦。
line:d9c91bca	How about you though? have you been seeing anyone?	那你呢？最近有在跟誰約會嗎？
line:4ec92454	How about you? Anyone exciting?	那你呢？有什麼讓你心動的對象？
line:86bde306	How are you with seafood?	你吃海鮮嗎？
line:7fb611c9	How come you brought this all in?	你怎麼帶了這麼多東西來？
line:af0d0972	How come you're covered in ink?	你怎麼會滿身墨水？
line:e385b7f3	How did it go?	結果怎麼樣？
line:c0161bbc	How did it taste?	味道怎麼樣？
line:262b262e	how do I get in?	我要怎麼進去？
line:676b0638	how do I get in?	我要怎麼進去？
line:8308bb09	How do I look?	我看起來怎麼樣？
line:4f172746	How do you even digest that?	你到底怎麼消化那個？
line:28d390ac	How so?	怎麼說？
line:4ef9fe65	How so?	怎麼說？
line:ea66b5af	How so?	怎麼說？
line:4b29790b	How was the sex.	床上怎麼樣？
line:7736270c	How was your date with Conrad?	你和康拉德的約會怎麼樣？
line:18d418ab	However, it's ornamental! My family crest. You see...	其實那是裝飾！我的家族徽冠。事情是這樣的……
line:1f250062	However, My <i>image</i> is far more permanent than Igwyx's fleeting physical forms.	不過，我的<i>形象</i>可比伊格維克斯那些轉瞬即逝的肉身長久多了。
line:ae34381b	However, that respect comes with an expectation to act as I look. It's incredibly stressful.	然而，那份尊重也伴隨著期待，要我表現得符合外表。壓力大得驚人。
line:d2baf9e2	However...	然而……
line:fb8401c3	Huff...	呼……
line:b54ee04d	huff... Thank you for that.	呼……謝謝你。
line:16420ca7	Huff... Thanks for that.	呼……謝謝你。
line:45507089	Huff... That was nice... Made a bit of a mess though.	呼……真舒服……不過弄得有點亂。
line:ae83cfb6	huh...?	蛤……？
line:0c78b56b	Huh?	蛤？
line:e96114a2	Huh? ofcourse not!	蛤？當然不是！
line:836c079c	I <i>think </i> I must've spilled an inkwell <i>on the way here</i>. Rather clumsy of me!	我<i>想</i>，大概是<i>來這裡的路上</i>打翻了墨水瓶。我真是笨手笨腳！
line:d37175c7	I act tough but am a small dragon...	我裝得很強硬，但我只是條小龍……
line:b4e27683	I agree	我同意。
line:68ebf07b	I allowed him, as my stature provides ample height.	我答應了，畢竟我的體型足夠高。
line:a051821a	I already feel a lot better.	我已經覺得好多了。
line:49bfbfbe	I already have spot at the club reserved.	我也已經訂好夜店的位置了。
line:14ff4edd	I always do~	我一向如此～
line:b05c6259	I always look forward to seeing you. I'll go get the gate.	我總是很期待見到你。我去開門。
line:52bf5ede	I am THE kobold. Yip!	我就是那隻狗頭人。嗷！
line:141c006f	I am too.	我也很期待。
line:363f6f6a	I am too.	我也很期待。
line:405b9622	I am too.	我也是。
line:d4c5faea	I am too.	我也是。
line:556897bf	I am! Even better now that you're here.	我很好！你來了就更好了。
line:e499b2cc	I am.	我很快樂。
line:5ec8bb55	I believe that's in part because of you.	我想，部分原因是因為你。
line:9883786d	I booked the night.	我訂了一整晚。
line:eae85bf9	I broke up with my partner...	我和伴侶分手了……
line:ffcfee20	I brought watermelon, bread, grapes, and some other stuff.	我帶了西瓜、麵包、葡萄，還有一些別的。
line:e8aa18f4	I can digest pretty much anything.	我幾乎什麼都能消化。
line:7f543c2a	I can let loose whenever you are ready	你準備好了，我隨時都能射。
line:c83a6a0d	I can't believe Igwix would make a mistake like this!	真不敢相信伊格維克斯會犯這種錯！
line:e051a79e	I consider you a good friend too	我也把你當成好朋友。
line:f382336f	I could get us the <i>nicest</i> spots for their show.	我能幫我們弄到看表演的<i>最佳</i>座位。
line:2602b8c6	I could use a wash.	我需要洗個澡。
line:c66153d3	I couldn't help but notice the... device over there.	我不禁注意到……那邊那個裝置。
line:b71f0756	I decided to try baking.	我決定試試烘焙。
line:e62b989c	I decided to try baking.	我決定試試烘焙。
line:efea7148	I decided to try baking.	我決定試試烘焙。
line:98f800d3	I didn't know anyone could like me that much so easily.	沒想到這麼容易就有人這麼喜歡我。
line:4116f001	I didn't know what the button did.	我不知道那個按鈕是做什麼的。
line:7a5c7f54	I didn't mean to fluster you!	我不是故意讓你害羞的！
line:55542a9b	I do enjoy the color. Though I believe its unrelated to my own hue.	我確實喜歡這個顏色。不過應該跟自己的顏色無關。
line:f9c800f2	I do!	我覺得有！
line:ad9c1ada	I do. But, what happened?	有。不過發生了什麼事？
line:a45ccf3a	I don't believe I can hold back any longer	我想我沒辦法再忍了。
line:8c6e1cd3	I don't get it! Why do I have to act this way?	我不懂！為什麼我非得這樣不可？
line:cc4e48a3	I don't know where they went but I feel dirty again.	我不知道那位煉金術師去哪了，但我又覺得自己髒了。
line:71127249	I don't mean to be rude, but I must decline	無意冒犯，但請容我拒絕
line:f5696cc4	I don't need to tell you.	我沒必要告訴你。
line:878fc94c	I don't understand..	我不懂……
line:4f3d31f8	I don't want your pitty!	我不需要你的同情！
line:8fc36ab7	I enjoy being a part of so many individuals lives in a positive way.	我喜歡以正面的方式，參與這麼多人的人生。
line:14653182	I enjoy parts of it. The respect is pleasant...	有些部分我很喜歡。受人尊重的感覺很好……
line:bd4bb1b9	I enjoy that I do not fear failure around you.	我喜歡在你身邊不必害怕失敗的感覺。
line:c108ed4f	I enjoy when you tell me what to do with a pat of your hand.	我喜歡你輕拍我，用動作告訴我該怎麼做。
line:6db406b4	I enjoyed this quite a lot.	我非常享受。
line:e838533b	I feel as I could say anything to you.	感覺什麼都能跟你說。
line:9b9567ec	I feel much better.	我感覺好多了。
line:ed6be68f	I feel spotless as always.	跟平常一樣，感覺一塵不染。
line:938be2fb	I forget the ignorance of a layman. I apologize.	我忘了外行人對這些一無所知。失禮了。
line:63837f22	I forgot to bite into it so... Nothing?	我忘了咬開，所以……沒味道？
line:fe3484ea	I get how you'd feel that way after a breakup, yeah.	嗯，我懂分手後會有那種感覺。
line:adf1550f	I give my other bipedal friends rides all the time.	我常常載其他兩足族朋友。
line:9a68366f	I got a mount.	我買了交配架。
line:78a54cae	I got back home a bit dirty. And she yelled at me.	我回家的時候有點髒，她就對我大吼。
line:22a9094a	I guess so!	應該算吧！
line:28d6c0aa	I hate that I'm always getting into situations like this.	我很討厭自己老是碰上這種事。
line:366a7f73	I have a question.	我有個問題。
line:82b63c18	I have something to say!	我有話想說！
line:fd68807c	I have to say, you did as good a job as private washers.	不得不說，你洗得跟私人洗浴師一樣好。
line:761f413a	I heard a loud bang	我聽到一聲巨響。
line:9d7cc63c	I heard a loud bang, I don't think Igwix made it.	接著一聲巨響，我想伊格維克斯大概沒救了。
line:7ede5030	I heard there was kobolds down here that could wash me up?	聽說這裡有狗頭人能幫我洗澡？
line:efb2d4af	I heard there were kobolds down here that could wash me up?	聽說這裡有狗頭人能幫我洗個澡？
line:2f9b499a	I honestly don't know how you are doing that.	老實說，我不知道你是怎麼辦到的。
line:6f5dbc90	I hope he's okay too.	我也希望他沒事。
line:cd0197ed	I hope I can learn from that.	希望我能學著這麼做。
line:cf50dbcc	I hope it all works out.	希望一切順利。
line:b2dfad3e	I hope so.	希望會。
line:0477b0d7	I hope so. I really want a fresh start with someone.	希望如此。我真的很想跟某個人重新開始。
line:7429dab7	I hope that you'll help me prove them wrong!	希望你能幫我證明麥克絲錯了！
line:be5feb3e	I hope things get better.	希望事情會好轉。
line:114ac9a0	I hope you're right.	希望你是對的。
line:06744c7e	I just don't like that she takes it out on me.	我只是不喜歡她拿我出氣。
line:1fb02179	I just don't like that she takes it out on me.	我只是不喜歡她拿我出氣。
line:c8a1e7d0	I Just need a quick wash... Maybe the mount would be nice too.	我只想快點洗個澡……也許用一下交配架也不錯。
line:95ff1bed	I just wish for you to ask me a question. Any question.	我只是希望你問我一個問題。什麼都行。
line:f716a163	I knew you were too busy, so I figured I'd bring the date to you!	我知道你太忙了，所以就想，把約會帶來找你好了！
line:2461773d	I knew you'd have my back	我就知道你會挺我。
line:6a671440	I know a decent equine-kin place by the pier.	我知道碼頭附近有間不錯的馬族餐廳。
line:50102b85	I know he can be a bit hot headed and forget to thank folks.	我知道他有時候脾氣衝，會忘了道謝。
line:83c55e2e	I know things can be tough.	我知道有時候真的很難熬。
line:2ffb026d	I know you need to close down shop. I'll make sure you get the address and we can meet up there, yeah?	我知道你得先打烊。我會把地址給你，我們在那裡見，好嗎？
line:ded99a0c	I know, I'll reserve your spot!	我知道，我會幫你留位！
line:59e503b2	I know. But the ability to open up to someone, even occasionally-	我知道。但能向一個人敞開心扉，即使只是偶爾——
line:d30ffec9	I know. I know I shouldn't be dumping this on you.	我知道。我知道不該把這些都倒給你。
line:875048ca	I know. I know.	我知道。我知道。
line:7b59e4d6	I like how sure of yourself you are. Even if it just has to do with washing.	我喜歡你那麼有自信。即使只是在洗澡這件事上。
line:46061aae	I like it! I think you'd enjoy it too.	我很喜歡！你應該也會喜歡。
line:f4ad8ea6	I like taking care of you.	我喜歡照顧你。
line:8ffedb47	I like the mount you chose. Mind grabbing it?	我喜歡你挑的交配架。可以拿過來嗎？
line:5c86951f	I like you a lot.	我非常喜歡你。
line:a91980fc	I like you for who you are.	我喜歡的就是你。
line:bdca3e1b	I like... him.	我喜歡……他。
line:2b65bf83	I love bubbles, they tickle!	我喜歡泡泡，癢癢的！
line:f8a4f404	I mean it. Really.	我是認真的。真的。
line:ae719afc	I need to be better. I <i>want </i>to be better.	我得變得更好。我<i>想</i>變得更好。
line:a0373456	I need to be spotless. Seems that's what you're for. <size=70%> Ha.	我要洗得一塵不染。看來你就是做這個的。<size=70%>哈。
line:3da2dd1d	I never expected myself to confide such embarrassing things in someone.	沒想到我竟然會向別人吐露這麼難堪的事。
line:0c986dec	I never expected you to be the type to be so messy!	沒想到你也會把自己弄得這麼髒！
line:95db900b	I never miss a spot.	我不會漏掉任何地方。
line:d620d41a	I never thought someone like him would be my type...	我從沒想過，他那種人會是我的菜……
line:67592de1	I probably need to head out though.	不過我大概該走了。
line:e41c6dc5	I really do hope it all works out!	真希望你們一切順利！
line:a722aada	I really think it was this time...	但這次我真的覺得是……
line:e80e5edd	I see what you're doing, thank you.	我懂你的意思了，謝謝。
line:cc6ec337	I see..	原來如此……
line:d57520b1	I seem to have gotten myself covered in ink!	我好像把自己弄得滿身墨水了！
line:3b161cf3	I still need more!	我還要更多！
line:47dc71f3	I suppose I understand disliking the mess it may cause.	我想，我能理解你不喜歡雨造成的髒亂。
line:234ccfda	I suppose it depends on the circumstances.	我想得看當時的情況。
line:910706c0	I think a movie could be fun!	看電影應該會很好玩！
line:99bbb171	I think he was in a bad environment. He's doing better now.	我想他以前身處的環境不好。現在好多了。
line:9247b7a0	I think he'd like the new you!	我覺得他會喜歡全新的你！
line:f4982dcd	I think he's got a crush on me.	我覺得他暗戀我。
line:fc6fdd10	I think I can still feel some explosion grime on me...	我覺得身上好像還有爆炸留下的髒汙……
line:4efc873f	I think I like being taken care of?	我想，我喜歡被照顧的感覺？
line:f5d36d9a	I think I might be close..	我想我快了……
line:52fc4e08	I think I'd like that!	我想我會喜歡！
line:5c78099a	I think I'd like to meet him!	我想認識他！
line:14e0edf6	I think I'd like to try!	我想試試看！
line:164df75a	I think I'd like to use it?	我想……我想用用看？
line:4f6168aa	I think I'd like to use it?	我想……我想用用看？
line:ab314624	I think I'd like to?	我想……我想試試看？
line:170c6aa3	I think I'd like you to be that someone aswell.	我想，我也希望那個人是你。
line:8f46bb17	I think I've got it!	我想我懂了！
line:a5e128e0	I think she's upset about something else...	我覺得她在為別的事情生氣……
line:bc2545e7	I think she's upset about something else...	我覺得她在為別的事情生氣……
line:335c5156	I think so!	我想是！
line:3292625e	I think that would make a decent place! They put on good shows every night.	我想那裡很適合！每晚都有精彩表演。
line:eaafe671	I think you got every spot!	應該每個地方都洗到了！
line:1760e5d5	I think you got every spot.	應該每個地方都洗到了。
line:341175f7	I think you got every spot.	應該每個地方都洗到了。
line:770e7473	I think you got every spot.	應該每個地方都洗到了。
line:f4a8f7fc	I think you helped him a lot more than you realize.	我想，你幫他的程度比你想像的還多。
line:f28fd15d	I think you missed a few spots still...	我覺得還有幾個地方沒洗到……
line:77509e74	I think you're cool too. Self improvement is hard.	我也覺得你很酷。改變自己並不容易。
line:763c6a82	I think you're good looking.	我覺得你很好看。
line:69e7dbb3	I think you're pretty cool, Conrad.	康拉德，我覺得你挺酷的。
line:9c393f61	I think you're special too.	我也覺得你很特別。
line:7d5ae3b4	I usually make do with a hose down at home...	我平常都在家用水管沖一沖就算了……
line:c4fc9b28	I wanna talk face to face!	我想面對面聊！
line:548dc375	I want to be more open. It feels good.	我想更坦率一些。這種感覺很好。
line:e02f464d	I was helping the alchemist reach a high shelf	我當時在幫煉金術師拿高架上的東西
line:fa97376e	I was helping the alchemist reach a high shelf	我當時在幫煉金術師拿高架上的東西
line:bb015b1b	I was romping around the forest	我當時在森林裡到處跑。
line:78e2cb13	I was thinking about what you said,	我想了想你說的話，
line:b8282714	I was thinking.	我在想。
line:ca616238	I was thinking. We could go out some time next week?	我在想，我們下週找個時間出去？
line:a13d76ec	I was thinking...	我在想……
line:c1a4edf0	I wasn't making her happy either.	我也沒讓她快樂。
line:a4214fe6	I went out of my way for a discrete washing, I was sure I wasn't followed.	為了低調洗個澡，我可是費了一番工夫，而且確定沒人跟蹤。
line:db5cd152	I went out with some friends.	跟幾個朋友出去。
line:b6b9dc33	I will pay double. Triple- This is a job only you can do!	我付雙倍。三倍——這件事只有你辦得到！
line:0c31345e	I will, thanks.	我會的，謝謝。
line:fa41daf4	I will. I just need a quick wash, and wouldn't mind using the mount today.	會的。我只是想快點洗個澡，今天也想用用交配架。
line:399457b7	I wish it was easy as it is in movies.	真希望能像電影裡那麼簡單。
line:2185f08c	I won't.	我不會說的。
line:45950848	I would like that!	我很期待！
line:099ec7fd	I would love to.	我很樂意。
line:e6006cd6	I wouldn't mind!	我很樂意！
line:81905be1	I'd like to go out to eat.	我想出去吃飯。
line:75b152eb	I'd love to talk more, truly, but class is soon.	我真的很想再聊聊，但快上課了。
line:2fe8a558	I'd love to!	我很樂意！
line:87ba56cc	I'll be back again, yeah?	我會再來，好嗎？
line:ca035ef2	I'll be back again. It's nice having you as a friend.	我會再來的。能有你這個朋友真好。
line:0fcd9c26	I'll be back soon, yeah? Thanks for the wash.	我很快會再來，好嗎？謝謝你幫我洗澡。
line:d9f422eb	I'll be waiting at the bar for you tonight!	今晚我會在酒吧等你！
line:69dff2ec	I'll be waiting for the gate!	我等你開門！
line:ae4d09f6	I'll be waiting for the gate!	我等你開門！
line:ab616aac	I'll definitely keep this place in mind.	我一定會記住這裡。
line:b122441b	I'll get one ordered I promise!	我保證會訂一個！
line:1642b6f1	I'll get out of your scales now. Thank you for the wash.	那我就不打擾你了。謝謝你幫我洗澡。
line:707d2693	I'll get out of your scales...	我就不打擾你了……
line:ca480eed	I'll get you two in contact then.	那我幫你們牽線。
line:59416000	I'll go get the gate for ya'	我去幫你開門。
line:6aa7ad03	I'll go get the gate for ya'	我去幫你開門。
line:2a6d7e7d	I'll go get the gate for you.	我去幫你開門。
line:8107858d	I'll go get the gate for you.	我去為您開門。
line:d1755010	I'll go get the gate for you.	我去幫你開門。
line:4d692a01	I'll go get the gate.	我去開門。
line:a75bb519	I'll go get the gate.	我去開門。
line:8689a124	I'll happily get that for you.	我很樂意幫你準備。
line:48e99d7b	I'll have to close up shop first-	我得先把店收好——
line:f2b894e2	I'll have to reserve your spot while you close up.	你打烊的時候，我得先去幫你留位。
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	我會記住的。我習慣了凡事都要有所交換。
line:956a0f47	I'll make sure to ask him next time I see him.	下次見到他，我一定幫你問。
line:e64d21e4	I'll make sure to come back.	我一定會再來。
line:7c9fe106	I'll make sure to get out of your scales.	我就不打擾你了。
line:87006442	I'll make sure to tell others about this place	我一定會把這裡推薦給其他人。
line:1db78e06	I'll make sure to tell you how it goes, yeah?	我一定會告訴你結果，好嗎？
line:49b6a167	I'll make sure you're <i>spotless.	我會把你洗得<i>一塵不染。
line:96981b61	I'll manage.	我會撐過去的。
line:9aa97614	I'll need this to be swift, students won't teach themselves.	得請你動作快一點，學生可不會自己教自己。
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	還得復活伊格維克斯，真是丟臉！
line:90a9a98e	I'll see you next time I come in, yeah?	那下次來的時候再見，好嗎？
line:d0f6a49a	I'll see you next time I come in, yeah?	那下次來的時候再見，好嗎？
line:160bf40f	I'll start prepping for it.	我要開始準備了。
line:8af64cb8	I'll take care of this, don't you worry.	交給我處理，你別擔心。
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	等一下再跟你說。可以先開門嗎？
line:04c62f9b	I'm <i>spotless</i>.	我已經<i>一塵不染</i>了。
line:629f8cff	I'm a bit of a big deal around there.	我在那裡還算有頭有臉。
line:d9272031	I'm a dragon.	我可是龍。
line:675e7284	I'm a rule breaker!	我就是愛打破規矩！
line:afcd5586	I'm a... kobold.	我是……狗頭人。
line:5d41b5d6	I'm all dirty still!	我還很髒耶！
line:2f6eb3c3	I'm all soapy still!	我身上還都是泡沫！
line:18707b19	I'm always happy to give you a wash!	我隨時都很樂意幫你洗澡！
line:3b01eb3b	I'm always happy to give you a wash!	我隨時都很樂意幫你洗澡！
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	我隨時都樂意幫忙。<i><size=70%>尤其是幫一條大龍。
line:46c6a3ed	I'm always happy to see you Ryan.	萊恩，我總是很高興見到你。
line:75206eee	I'm always happy to see you Ryan.	萊恩，我總是很高興見到你。
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	我隨時都很高興見到你。我去幫你開門。
line:07e5fc05	I'm amazed!	我驚呆了！
line:4586d55d	I'm an asshole. I know I am.	我是個混蛋。我自己知道。
line:a6d46685	I'm certain he also finds you pleasant!	相信他也覺得你很討人喜歡！
line:ef399e26	I'm doing good!	我過得很好！
line:a6c1f2f4	I'm excited for you!	我替你開心！
line:94fbdbf0	I'm excited for you. I'll get the gate!	我替你開心。我去開門！
line:f83e4966	I'm excited to hear about it!	我好期待聽你說！
line:bd55b8f4	I'm excited to see them washing down the drain though.	不過我也很期待看它們流進排水孔。
line:24832f01	I'm excited.	我好期待。
line:69f406a6	I'm excited.	我好期待。
line:a00f681d	I'm excited.	我好期待。
line:a0479425	I'm excited.	我好期待。
line:b5d7d26f	I'm excited.	我好期待。
line:d66b9155	I'm excited.	我好期待。
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	你也能樂在其中，我很高興。
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	很高興你喜歡他。相信他也覺得你很討人喜歡。
line:c56ee060	I'm glad you enjoy my crest.	很高興你喜歡我的頭冠。
line:f44a1493	I'm glad you trust me.	很高興你信任我。
line:3a2ed5ef	I'm glad you two are working out though.	總之，很高興你們相處得很好。
line:c0972e81	I'm glad you two are working out.	很高興你們相處得很好。
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	很高興你能做出對自己最好的選擇。
line:d5a90e1c	I'm glad!	真高興！
line:286fec49	I'm glad.	真好。
line:42f5fd9d	I'm glad.	真好。
line:99b6dc81	I'm glad.	真好。
line:570d4953	I'm happy for you!	我替你開心！
line:ac6d5bd3	I'm happy for you!	我替你開心！
line:ed5c40ca	I'm happy for you!	我替你開心！
line:79099951	I'm happy to be here too.	我也很高興能來。
line:99fd9b51	I'm happy to give you a place you can relax.	能給你一個放鬆的地方，我很高興。
line:5d36d5c8	I'm happy to have met you.	很高興能認識你。
line:ce21622a	I'm happy to hear that.	聽你這麼說，我很高興。
line:69963a6c	I'm happy you feel comfy here.	很高興你在這裡能自在放鬆。
line:38388248	I'm here for a wash.	我是來洗澡的。
line:a6974256	I'm here if you need someone to talk to.	如果你需要找人聊聊，我在這裡。
line:6690512d	I'm impressed.	真讓我刮目相看。
line:2e424b13	I'm in need of another wash.	我又需要洗個澡。
line:ef91a572	I'm Jealous!	真羨慕！
line:a79b8639	I'm just happy I don't feel judged here.	我只是很高興，在這裡不會被批判。
line:8076eb95	I'm just here for a wash though.	不過我只是來洗個澡。
line:c2caa0b7	I'm just here to bring you food!	我只是來送你食物！
line:ec6c7823	I'm just... Happy.	我只是……很開心。
line:ed4b0d48	I'm kind of excited.	我有點期待。
line:266c652e	I'm looking forward to seeing you again	我很期待再見到你。
line:e91e2041	I'm not <i>that</i> little-	我沒有<i>那麼</i>小——
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	我不太明白，為什麼突然聽得懂你的「嗷」了。
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	我不太確定。WingCo 當時在特價。
line:5b31909a	I'm only doing what I think is right.	我只是做自己覺得對的事。
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	這整件事實在讓我羞愧難當。
line:cfaffc52	I'm pumped.	我超期待。
line:c0a140f8	I'm really fond of letting folks ride on my back.	我很喜歡讓人騎在我背上。
line:1a5e6184	I'm really looking forward to this.	我真的很期待。
line:8b43a434	I'm really sorry you got hurt. Who did this?	你受傷了，我真的很難過。誰幹的？
line:69ffe957	I'm so excited about this date!	我好期待這次約會！
line:e6290003	I'm so excited. I'll get you two in contact!	我好期待。我幫你們牽線！
line:e8611ad0	I'm sorry for dumping that all on you earlier.	抱歉，剛才把那些事全倒給你。
line:e613b1c3	I'm sorry I snapped at you earlier.	對不起，剛剛衝你發脾氣。
line:de208e68	I'm sorry you got hurt...	你受傷了，我很難過……
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	我還很髒，能幫我抹點肥皂就太好了。
line:51d4e418	I'm such an idiot.	我真是個白癡。
line:32114891	I'm sure nobody will know...	應該不會有人知道……
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	我們一定會想到辦法的！到碼頭找我就好！
