# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	嘿，大狗狗。
line:31281c6d	He's this REALLY cute red drake who goes to the wash!	有条超级可爱的小红龙，会来这里洗澡！
line:4c11c83e	He's tiny, I like being eye level with him.	他小小的，我喜欢能跟他平视。
line:b9ce2f3c	He's... Considerate. Real understanding too.	他……很体贴，也很能理解人。
line:8e9e0f98	Heard about you and the big blue guy. Ryan was it?	听说你跟那个蓝色大家伙的事了。叫莱恩，对吧？
line:ca4a9672	Heeeey Ryan.	嘿——莱恩。
line:24ce37ec	Heeeey.	嘿——。
line:bb70c1ed	Heh. Yeah.	嘿，对啊。
line:3fa80829	Heh. Yeah. I like you too.	嘿，对啊。我也喜欢你。
line:20393ff6	Heh. Yeah. That's me.	嘿。对，就是我。
line:ac769d93	heh.. yea.. sorry..	嘿……对啊……抱歉……
line:5246ceea	Heh... alright.	嘿……好吧。
line:75fef5cb	Heh... Damn right.	嘿……那当然。
line:5f0edcb2	Heh... Handsy today, huh?	嘿……今天很爱动手，嗯？
line:2f55b3aa	Hehe	嘿嘿
line:7e991330	Hehe yeah.	嘿嘿，对啊。
line:3223473f	Hehe, I'm excited to get into the dating scene again.	嘿嘿，好期待重新开始约会。
line:4a137220	Hehe, thanks. It has stuff that should be good for both of us.	嘿嘿，谢谢。里面有我们两个应该都能吃的东西。
line:1a3e2a73	Hell yea	爽啦。
line:93f67490	Hell yeah	爽啦
line:389e4033	Hell yeah I did!	操，当然享受！
line:17dbb9b7	Hell yeah.	爽啦。
line:4b7b33d9	Hello!	你好！
line:c3d3da41	Hello!	你好！
line:4183ca7e	Hello, <i>'Drag'n wash franchise 223'...</i> Have you figured out how to interact yet?	你好，<i>「Drag'n'wash 第 223 号加盟店」……</i>你学会怎么交互了吗？
line:a99c515c	Hello, <i>'Drag'n wash franchise 223'...</i> Have you spoken to your first customer yet?	你好，<i>「Drag'n'wash 第 223 号加盟店」……</i>你和第一位客人说过话了吗？
line:b7cce838	Hello.	你好。
line:a8779ebf	Hello?	有人吗？
line:dd4b34ae	Hello?	有人吗？
line:1954aab7	Help the developers out please..	请向开发者反馈一下……
line:db9c3a5c	Help the developers out please..	请向开发者反馈一下……
line:f7f7f5a1	Help the developers out please..	请向开发者反馈一下……
line:fc461784	Help the developers out please..	请向开发者反馈一下……
line:ee3398a6	Hey big guy.	嘿，大家伙。
line:0090c7b0	Hey Conrad!	嘿，康拉德！
line:3d0a5aeb	Hey Conrad!	嘿，康拉德！
line:a2b4acea	Hey conrad!	嘿，康拉德！
line:975a629f	Hey Conrad.	嘿，康拉德。
line:21235886	Hey could you come up front where I can see you?	嘿，可以到前面，让我看得到你吗？
line:533532c4	Hey fine by me!	嘿，我没问题！
line:1538bc7e	Hey good lookin'	嘿，帅哥。
line:0121c874	Hey hey. Glad you're open.	嘿嘿。幸好你有开。
line:71b651dd	Hey I have something to say!	嘿，我有话想说！
line:0d4e0ecf	Hey kobold!	嘿，狗头人！
line:af3f02c9	Hey Ryan, what do you have there?	嘿，莱恩，你带了什么？
line:6374414d	Hey thanks for being here for me...	嘿，谢谢你陪着我……
line:bf5ff483	Hey there, happy to be back.	嗨，很高兴又来了。
line:c38b7fa6	Hey there, Ryan!	嘿，莱恩！
line:2d5fc8a2	Hey there- Maybe you can get 'hands on' later?	嘿，也许你晚点再「亲自动手」？
line:1b6c7f75	Hey there.	嗨。
line:5dacf226	Hey there.	你好。
line:82698bd1	Hey there.	嗨。
line:ab3a5d9c	Hey there.	嘿。
line:3d2bc74e	Hey uh, do you think Ryan and I will <i>actually</i> work out?	嘿，呃，你觉得我跟莱恩<i>真的</i>会有结果吗？
line:04501155	Hey uh, I just need a cleaning.	嘿，呃，我只是需要洗个澡。
line:2a29842a	Hey uh... Not now.	嘿，呃……现在不要。
line:8caa3196	Hey uhm, thanks once again.	嘿，嗯，再次谢谢你。
line:5c7a9105	Hey!	嘿！
line:eed2cc64	Hey!	嘿！
line:2f3f5508	Hey! He's just... 'vertically challenged'.	嘿！他只是……「身高受限」。
line:55bb78d1	Hey! I'm here for a wash.	嘿！我是来洗澡的。
line:33480903	Hey, Alexander!	嘿，亚历山大！
line:21fcef4f	Hey, Alexander.	嘿，亚历山大。
line:14598ca6	Hey, big guy!	嘿，大家伙！
line:e7353d24	Hey, I've got a question for you.	嘿，我有个问题想问你。
line:674877e5	Hey, nothin' wrong with asking!	嘿，问一下又没什么！
line:d2589856	Hey, welcome back!	嘿，欢迎回来！
line:0d3e4054	Hey.	嘿。
line:aa0dda7b	Hey.	嘿。
line:7f2e2736	Hey... little guy!	嘿……小家伙！
line:933efa6d	Hi again!	又见面了！
line:873a2b9a	Hi again..	嗨，又见面了……
line:83ac5b68	Hi Conrad.	嗨，康拉德。
line:050efd1a	Hi, Ryan!	嗨，莱恩！
line:06ed6aea	Hiiiii! Hiii!	嗨——！嗨！
line:5a632b75	His physical form is currently reconstituting in the staff lounge.	他的肉身目前正在教职员休息室重新成形。
line:6bd91ca7	Hm, I think I'll pass on the mount.	嗯，交配架我想就先不用了。
line:370d719b	Hm?	嗯？
line:3c3ddd0c	Hm?	嗯？
line:44658d73	Hmm...	嗯……
line:bf059ff3	Hmm...	嗯……
line:730b1ca4	Hmm?	嗯？
line:fc571337	Hmmm, maybe something else?	嗯，也许换个别的？
line:19207e44	Hold on a little longer for me?	可以为我再忍一下吗？
line:f2ae89c4	Honestly, I'm surprised how nice this is.	老实说，没想到这么舒服。
line:a2ff0176	Hope it went well.	希望一切顺利。
line:b17360a0	Hope that's alright?	希望你不介意？
line:ae08853f	Hope you're doing alright!	希望你一切都好！
line:e1fa2461	Hopefully! I'll go get the gate.	希望啰！我去开门。
line:99931b37	Hopefully.	希望啦。
line:d9c91bca	How about you though? have you been seeing anyone?	那你呢？最近有在跟谁约会吗？
line:4ec92454	How about you? Anyone exciting?	那你呢？有什么让你心动的对象？
line:86bde306	How are you with seafood?	你吃海鲜吗？
line:7fb611c9	How come you brought this all in?	你怎么带了这么多东西来？
line:af0d0972	How come you're covered in ink?	你怎么会满身墨水？
line:e385b7f3	How did it go?	结果怎么样？
line:c0161bbc	How did it taste?	味道怎么样？
line:262b262e	how do I get in?	我要怎么进去？
line:676b0638	how do I get in?	我要怎么进去？
line:8308bb09	How do I look?	我看起来怎么样？
line:4f172746	How do you even digest that?	你到底怎么消化那个？
line:28d390ac	How so?	怎么说？
line:4ef9fe65	How so?	怎么说？
line:ea66b5af	How so?	怎么说？
line:4b29790b	How was the sex.	床上怎么样？
line:7736270c	How was your date with Conrad?	你和康拉德的约会怎么样？
line:18d418ab	However, it's ornamental! My family crest. You see...	其实那是装饰！我的家族徽冠。事情是这样的……
line:1f250062	However, My <i>image</i> is far more permanent than Igwyx's fleeting physical forms.	不过，我的<i>形象</i>可比伊格维克斯那些转瞬即逝的肉身长久多了。
line:ae34381b	However, that respect comes with an expectation to act as I look. It's incredibly stressful.	然而，那份尊重也伴随着期待，要我表现得符合外表。压力大得惊人。
line:d2baf9e2	However...	然而……
line:fb8401c3	Huff...	呼……
line:b54ee04d	huff... Thank you for that.	呼……谢谢你。
line:16420ca7	Huff... Thanks for that.	呼……谢谢你。
line:45507089	Huff... That was nice... Made a bit of a mess though.	呼……真舒服……不过弄得有点乱。
line:ae83cfb6	huh...?	啊……？
line:0c78b56b	Huh?	啊？
line:e96114a2	Huh? ofcourse not!	啊？当然不是！
line:836c079c	I <i>think </i> I must've spilled an inkwell <i>on the way here</i>. Rather clumsy of me!	我<i>想</i>，大概是<i>来这里的路上</i>打翻了墨水瓶。我真是笨手笨脚！
line:d37175c7	I act tough but am a small dragon...	我装得很强硬，但我只是条小龙……
line:b4e27683	I agree	我同意。
line:68ebf07b	I allowed him, as my stature provides ample height.	我答应了，毕竟我的体型足够高。
line:a051821a	I already feel a lot better.	我已经觉得好多了。
line:49bfbfbe	I already have spot at the club reserved.	我也已经订好夜店的位置了。
line:14ff4edd	I always do~	我一向如此～
line:b05c6259	I always look forward to seeing you. I'll go get the gate.	我总是很期待见到你。我去开门。
line:52bf5ede	I am THE kobold. Yip!	我就是那只狗头人。嗷！
line:141c006f	I am too.	我也很期待。
line:363f6f6a	I am too.	我也很期待。
line:405b9622	I am too.	我也是。
line:d4c5faea	I am too.	我也是。
line:556897bf	I am! Even better now that you're here.	我很好！你来了就更好了。
line:e499b2cc	I am.	我很快乐。
line:5ec8bb55	I believe that's in part because of you.	我想，部分原因是因为你。
line:9883786d	I booked the night.	我订了一整晚。
line:eae85bf9	I broke up with my partner...	我和伴侣分手了……
line:ffcfee20	I brought watermelon, bread, grapes, and some other stuff.	我带了西瓜、面包、葡萄，还有一些别的。
line:e8aa18f4	I can digest pretty much anything.	我几乎什么都能消化。
line:7f543c2a	I can let loose whenever you are ready	你准备好了，我随时都能射。
line:c83a6a0d	I can't believe Igwix would make a mistake like this!	真不敢相信伊格维克斯会犯这种错！
line:e051a79e	I consider you a good friend too	我也把你当成好朋友。
line:f382336f	I could get us the <i>nicest</i> spots for their show.	我能帮我们弄到看表演的<i>最佳</i>座位。
line:2602b8c6	I could use a wash.	我需要洗个澡。
line:c66153d3	I couldn't help but notice the... device over there.	我不禁注意到……那边那个设备。
line:b71f0756	I decided to try baking.	我决定试试烘焙。
line:e62b989c	I decided to try baking.	我决定试试烘焙。
line:efea7148	I decided to try baking.	我决定试试烘焙。
line:98f800d3	I didn't know anyone could like me that much so easily.	我不知道有人能这么轻易就这么喜欢我。
line:4116f001	I didn't know what the button did.	我不知道那个按钮是做什么的。
line:7a5c7f54	I didn't mean to fluster you!	我不是故意让你害羞的！
line:55542a9b	I do enjoy the color. Though I believe its unrelated to my own hue.	我确实喜欢这个颜色。不过应该跟自己的颜色无关。
line:f9c800f2	I do!	我觉得有！
line:ad9c1ada	I do. But, what happened?	有。不过发生了什么事？
line:a45ccf3a	I don't believe I can hold back any longer	我想我没办法再忍了。
line:8c6e1cd3	I don't get it! Why do I have to act this way?	我不懂！为什么我非得这样不可？
line:cc4e48a3	I don't know where they went but I feel dirty again.	我不知道那位炼金术师去哪了，但我又弄脏了。
line:71127249	I don't mean to be rude, but I must decline	无意冒犯，但请容我拒绝
line:f5696cc4	I don't need to tell you.	我没必要告诉你。
line:878fc94c	I don't understand..	我不懂……
line:4f3d31f8	I don't want your pitty!	我不需要你的同情！
line:8fc36ab7	I enjoy being a part of so many individuals lives in a positive way.	我喜欢以正面的方式，参与这么多人的人生。
line:14653182	I enjoy parts of it. The respect is pleasant...	有些部分我很喜欢。受人尊重的感觉很好……
line:bd4bb1b9	I enjoy that I do not fear failure around you.	我喜欢在你身边不必害怕失败的感觉。
line:c108ed4f	I enjoy when you tell me what to do with a pat of your hand.	我喜欢你轻拍我，用动作告诉我该怎么做。
line:6db406b4	I enjoyed this quite a lot.	我非常享受。
line:e838533b	I feel as I could say anything to you.	感觉什么都能跟你说。
line:9b9567ec	I feel much better.	我感觉好多了。
line:ed6be68f	I feel spotless as always.	跟平常一样，感觉一尘不染。
line:938be2fb	I forget the ignorance of a layman. I apologize.	我忘了外行人对这些一无所知。失礼了。
line:63837f22	I forgot to bite into it so... Nothing?	我忘了咬开，所以……没味道？
line:fe3484ea	I get how you'd feel that way after a breakup, yeah.	嗯，我懂分手后会有那种感觉。
line:adf1550f	I give my other bipedal friends rides all the time.	我常常载其他两足族朋友。
line:9a68366f	I got a mount.	我买了交配架。
line:78a54cae	I got back home a bit dirty. And she yelled at me.	我回家的时候有点脏，她就对我大吼。
line:22a9094a	I guess so!	应该算吧！
line:28d6c0aa	I hate that I'm always getting into situations like this.	我很讨厌自己老是碰上这种事。
line:366a7f73	I have a question.	我有个问题。
line:82b63c18	I have something to say!	我有话想说！
line:fd68807c	I have to say, you did as good a job as private washers.	不得不说，你洗得跟私人洗浴师一样好。
line:761f413a	I heard a loud bang	我听到一声巨响。
line:9d7cc63c	I heard a loud bang, I don't think Igwix made it.	接着一声巨响，我想伊格维克斯大概没救了。
line:7ede5030	I heard there was kobolds down here that could wash me up?	听说这里有狗头人能帮我洗澡？
line:efb2d4af	I heard there were kobolds down here that could wash me up?	听说这里有狗头人能帮我洗澡？
line:2f9b499a	I honestly don't know how you are doing that.	老实说，我不知道你是怎么办到的。
line:6f5dbc90	I hope he's okay too.	我也希望他没事。
line:cd0197ed	I hope I can learn from that.	希望我能学着这么做。
line:cf50dbcc	I hope it all works out.	希望一切顺利。
line:b2dfad3e	I hope so.	希望会。
line:0477b0d7	I hope so. I really want a fresh start with someone.	希望如此。我真的很想跟某个人重新开始。
line:7429dab7	I hope that you'll help me prove them wrong!	希望你能帮我证明这话不对！
line:be5feb3e	I hope things get better.	希望事情会好转。
line:114ac9a0	I hope you're right.	希望你是对的。
line:06744c7e	I just don't like that she takes it out on me.	我只是不喜欢她拿我出气。
line:1fb02179	I just don't like that she takes it out on me.	我只是不喜欢她拿我出气。
line:c8a1e7d0	I Just need a quick wash... Maybe the mount would be nice too.	我只想快点洗个澡……也许用一下交配架也不错。
line:95ff1bed	I just wish for you to ask me a question. Any question.	我只是希望你问我一个问题。什么都行。
line:f716a163	I knew you were too busy, so I figured I'd bring the date to you!	我知道你太忙了，所以就想，把约会带来找你好了！
line:2461773d	I knew you'd have my back	我就知道你会挺我。
line:6a671440	I know a decent equine-kin place by the pier.	我知道码头附近有间不错的马族餐厅。
line:50102b85	I know he can be a bit hot headed and forget to thank folks.	我知道他有时候脾气冲，会忘了道谢。
line:83c55e2e	I know things can be tough.	我知道有时候真的很难熬。
line:2ffb026d	I know you need to close down shop. I'll make sure you get the address and we can meet up there, yeah?	我知道你得先打烊。我会把地址给你，我们在那里见，好吗？
line:ded99a0c	I know, I'll reserve your spot!	我知道，我会帮你留位！
line:59e503b2	I know. But the ability to open up to someone, even occasionally-	我知道。但能向一个人敞开心扉，即使只是偶尔——
line:d30ffec9	I know. I know I shouldn't be dumping this on you.	我知道。我知道不该把这些都倒给你。
line:875048ca	I know. I know.	我知道。我知道。
line:7b59e4d6	I like how sure of yourself you are. Even if it just has to do with washing.	我喜欢你那么有自信。即使只是在洗澡这件事上。
line:46061aae	I like it! I think you'd enjoy it too.	我很喜欢！你应该也会喜欢。
line:f4ad8ea6	I like taking care of you.	我喜欢照顾你。
line:8ffedb47	I like the mount you chose. Mind grabbing it?	我喜欢你挑的交配架。可以拿过来吗？
line:5c86951f	I like you a lot.	我非常喜欢你。
line:a91980fc	I like you for who you are.	我喜欢的就是你。
line:bdca3e1b	I like... him.	我喜欢……他。
line:2b65bf83	I love bubbles, they tickle!	我喜欢泡泡，痒痒的！
line:f8a4f404	I mean it. Really.	我是认真的。真的。
line:ae719afc	I need to be better. I <i>want </i>to be better.	我得变得更好。我<i>想</i>变得更好。
line:a0373456	I need to be spotless. Seems that's what you're for. <size=70%> Ha.	我要洗得一尘不染。看来你就是做这个的。<size=70%>哈。
line:3da2dd1d	I never expected myself to confide such embarrassing things in someone.	没想到我竟然会向别人吐露这么难堪的事。
line:0c986dec	I never expected you to be the type to be so messy!	没想到你也会把自己弄得这么脏！
line:95db900b	I never miss a spot.	我不会漏掉任何地方。
line:d620d41a	I never thought someone like him would be my type...	我从没想过，他那种人会是我的菜……
line:67592de1	I probably need to head out though.	不过我大概该走了。
line:e41c6dc5	I really do hope it all works out!	真希望你们一切顺利！
line:a722aada	I really think it was this time...	但这次我真的觉得是……
line:e80e5edd	I see what you're doing, thank you.	我懂你的意思了，谢谢。
line:cc6ec337	I see..	原来如此……
line:d57520b1	I seem to have gotten myself covered in ink!	我好像把自己弄得满身墨水了！
line:3b161cf3	I still need more!	我还要更多！
line:47dc71f3	I suppose I understand disliking the mess it may cause.	我想，我能理解你不喜欢雨造成的脏乱。
line:234ccfda	I suppose it depends on the circumstances.	我想得看当时的情况。
line:910706c0	I think a movie could be fun!	看电影应该会很好玩！
line:99bbb171	I think he was in a bad environment. He's doing better now.	我想他以前身处的环境不好。现在好多了。
line:9247b7a0	I think he'd like the new you!	我觉得他会喜欢全新的你！
line:f4982dcd	I think he's got a crush on me.	我觉得他暗恋我。
line:fc6fdd10	I think I can still feel some explosion grime on me...	我觉得身上好像还有爆炸留下的脏污……
line:4efc873f	I think I like being taken care of?	我想，我喜欢被照顾的感觉？
line:f5d36d9a	I think I might be close..	我想我快了……
line:52fc4e08	I think I'd like that!	我想我会喜欢！
line:5c78099a	I think I'd like to meet him!	我想认识他！
line:14e0edf6	I think I'd like to try!	我想试试看！
line:164df75a	I think I'd like to use it?	我想……我想用一下？
line:4f6168aa	I think I'd like to use it?	我想……我想用一下？
line:ab314624	I think I'd like to?	我想……我想试试？
line:170c6aa3	I think I'd like you to be that someone aswell.	我想，我也希望那个人是你。
line:8f46bb17	I think I've got it!	我想我懂了！
line:a5e128e0	I think she's upset about something else...	我觉得她在为别的事情生气……
line:bc2545e7	I think she's upset about something else...	我觉得她在为别的事情生气……
line:335c5156	I think so!	我想是！
line:3292625e	I think that would make a decent place! They put on good shows every night.	我想那里很适合！每晚都有精彩表演。
line:eaafe671	I think you got every spot!	应该每个地方都洗到了！
line:1760e5d5	I think you got every spot.	应该每个地方都洗到了。
line:341175f7	I think you got every spot.	应该每个地方都洗到了。
line:770e7473	I think you got every spot.	应该每个地方都洗到了。
line:f4a8f7fc	I think you helped him a lot more than you realize.	我想，你帮他的程度比你想像的还多。
line:f28fd15d	I think you missed a few spots still...	我觉得还有几个地方没洗到……
line:77509e74	I think you're cool too. Self improvement is hard.	我也觉得你很酷。改变自己并不容易。
line:763c6a82	I think you're good looking.	我觉得你很好看。
line:69e7dbb3	I think you're pretty cool, Conrad.	康拉德，我觉得你挺酷的。
line:9c393f61	I think you're special too.	我也觉得你很特别。
line:7d5ae3b4	I usually make do with a hose down at home...	我平常都在家用水管冲一冲就算了……
line:c4fc9b28	I wanna talk face to face!	我想面对面聊！
line:548dc375	I want to be more open. It feels good.	我想更坦率一些。这种感觉很好。
line:e02f464d	I was helping the alchemist reach a high shelf	我当时在帮炼金术师拿高架上的东西
line:fa97376e	I was helping the alchemist reach a high shelf	我当时在帮炼金术师拿高架上的东西
line:bb015b1b	I was romping around the forest	我当时在森林里到处跑。
line:78e2cb13	I was thinking about what you said,	我想了想你说的话，
line:b8282714	I was thinking.	我在想。
line:ca616238	I was thinking. We could go out some time next week?	我在想，我们下周找个时间出去？
line:a13d76ec	I was thinking...	我在想……
line:c1a4edf0	I wasn't making her happy either.	我也没让她快乐。
line:a4214fe6	I went out of my way for a discrete washing, I was sure I wasn't followed.	为了低调洗个澡，我可是费了一番工夫，而且确定没人跟踪。
line:db5cd152	I went out with some friends.	我和几个朋友出去了。
line:b6b9dc33	I will pay double. Triple- This is a job only you can do!	我付双倍。三倍——这件事只有你办得到！
line:0c31345e	I will, thanks.	我会的，谢谢。
line:fa41daf4	I will. I just need a quick wash, and wouldn't mind using the mount today.	会的。我只是想快点洗个澡，今天也想用用交配架。
line:399457b7	I wish it was easy as it is in movies.	真希望能像电影里那么简单。
line:2185f08c	I won't.	我不会说的。
line:45950848	I would like that!	我很期待！
line:099ec7fd	I would love to.	我很乐意。
line:e6006cd6	I wouldn't mind!	我很乐意！
line:81905be1	I'd like to go out to eat.	我想出去吃饭。
line:75b152eb	I'd love to talk more, truly, but class is soon.	我真的很想再聊聊，但快上课了。
line:2fe8a558	I'd love to!	我很乐意！
line:87ba56cc	I'll be back again, yeah?	我会再来，好吗？
line:ca035ef2	I'll be back again. It's nice having you as a friend.	我会再来的。能有你这个朋友真好。
line:0fcd9c26	I'll be back soon, yeah? Thanks for the wash.	我很快会再来，好吗？谢谢你帮我洗澡。
line:d9f422eb	I'll be waiting at the bar for you tonight!	今晚我会在酒吧等你！
line:69dff2ec	I'll be waiting for the gate!	我等你开门！
line:ae4d09f6	I'll be waiting for the gate!	我等你开门！
line:ab616aac	I'll definitely keep this place in mind.	我一定会记住这里。
line:b122441b	I'll get one ordered I promise!	我保证会订一个！
line:1642b6f1	I'll get out of your scales now. Thank you for the wash.	那我就不打扰你了。谢谢你帮我洗澡。
line:707d2693	I'll get out of your scales...	我就不打扰你了……
line:ca480eed	I'll get you two in contact then.	那我帮你们牵线。
line:59416000	I'll go get the gate for ya'	我去帮你开门。
line:6aa7ad03	I'll go get the gate for ya'	我去帮你开门。
line:2a6d7e7d	I'll go get the gate for you.	我去帮你开门。
line:8107858d	I'll go get the gate for you.	我去给您开门。
line:d1755010	I'll go get the gate for you.	我去帮你开门。
line:4d692a01	I'll go get the gate.	我去开门。
line:a75bb519	I'll go get the gate.	我去开门。
line:8689a124	I'll happily get that for you.	我很乐意帮你准备。
line:48e99d7b	I'll have to close up shop first-	我得先把店收好——
line:f2b894e2	I'll have to reserve your spot while you close up.	你打烊的时候，我得先去帮你留位。
line:6c5e2459	I'll keep that in mind. I'm used to things being transactional.	我会记住的。我习惯了凡事都要有所交换。
line:956a0f47	I'll make sure to ask him next time I see him.	下次见到他，我一定帮你问。
line:e64d21e4	I'll make sure to come back.	我一定会再来。
line:7c9fe106	I'll make sure to get out of your scales.	我就不打扰你了。
line:87006442	I'll make sure to tell others about this place	我一定会把这里推荐给其他人。
line:1db78e06	I'll make sure to tell you how it goes, yeah?	我一定会告诉你结果，好吗？
line:49b6a167	I'll make sure you're <i>spotless.	我会把你洗得<i>一尘不染。
line:96981b61	I'll manage.	我会撑过去的。
line:9aa97614	I'll need this to be swift, students won't teach themselves.	得请你动作快一点，学生可不会自己教自己。
line:9ef857c8	I'll need to resurrect Igwix, oh how embarrassing!	还得复活伊格维克斯，真是丢脸！
line:90a9a98e	I'll see you next time I come in, yeah?	那下次来的时候再见，好吗？
line:d0f6a49a	I'll see you next time I come in, yeah?	那下次来的时候再见，好吗？
line:160bf40f	I'll start prepping for it.	我要开始准备了。
line:8af64cb8	I'll take care of this, don't you worry.	交给我处理，你别担心。
line:e20c6391	I'll tell you in a bit. Could you just get the gate for now?	等一下再跟你说。可以先开门吗？
line:04c62f9b	I'm <i>spotless</i>.	我已经<i>一尘不染</i>了。
line:629f8cff	I'm a bit of a big deal around there.	我在那里还算有头有脸。
line:d9272031	I'm a dragon.	我可是龙。
line:675e7284	I'm a rule breaker!	我就是爱打破规矩！
line:afcd5586	I'm a... kobold.	我是……狗头人。
line:5d41b5d6	I'm all dirty still!	我还很脏耶！
line:2f6eb3c3	I'm all soapy still!	我身上还都是泡沫！
line:18707b19	I'm always happy to give you a wash!	我随时都很乐意帮你洗澡！
line:3b01eb3b	I'm always happy to give you a wash!	我随时都很乐意帮你洗澡！
line:d82b1a7d	I'm always happy to help. <i><size=70%> especially a big dragon.	我随时都乐意帮忙。<i><size=70%>尤其是帮一条大龙。
line:46c6a3ed	I'm always happy to see you Ryan.	莱恩，我总是很高兴见到你。
line:75206eee	I'm always happy to see you Ryan.	莱恩，我总是很高兴见到你。
line:fa6e232e	I'm always happy to see you. I'll go get the gate for you.	我随时都很高兴见到你。我去帮你开门。
line:07e5fc05	I'm amazed!	我惊呆了！
line:4586d55d	I'm an asshole. I know I am.	我是个混蛋。我自己知道。
line:a6d46685	I'm certain he also finds you pleasant!	相信他也觉得你很讨人喜欢！
line:ef399e26	I'm doing good!	我过得很好！
line:a6c1f2f4	I'm excited for you!	我替你开心！
line:94fbdbf0	I'm excited for you. I'll get the gate!	我替你开心。我去开门！
line:f83e4966	I'm excited to hear about it!	我好期待听你说！
line:bd55b8f4	I'm excited to see them washing down the drain though.	不过我也很期待看它们流进排水孔。
line:24832f01	I'm excited.	我好期待。
line:69f406a6	I'm excited.	我好期待。
line:a00f681d	I'm excited.	我好期待。
line:a0479425	I'm excited.	我好期待。
line:b5d7d26f	I'm excited.	我好期待。
line:d66b9155	I'm excited.	我好期待。
line:4e1b1d0a	I'm glad you derive enjoyment from this as well.	你也能乐在其中，我很高兴。
line:5db47405	I'm glad you enjoy him. I'm certain he finds you pleasant.	很高兴你喜欢他。相信他也觉得你很讨人喜欢。
line:c56ee060	I'm glad you enjoy my crest.	很高兴你喜欢我的头冠。
line:f44a1493	I'm glad you trust me.	很高兴你信任我。
line:3a2ed5ef	I'm glad you two are working out though.	总之，很高兴你们相处得很好。
line:c0972e81	I'm glad you two are working out.	很高兴你们相处得很好。
line:34ba77b1	I'm glad you were able to make the choice that was best for you.	很高兴你能做出对自己最好的选择。
line:d5a90e1c	I'm glad!	真高兴！
line:286fec49	I'm glad.	真好。
line:42f5fd9d	I'm glad.	真好。
line:99b6dc81	I'm glad.	真好。
line:570d4953	I'm happy for you!	我替你开心！
line:ac6d5bd3	I'm happy for you!	我替你开心！
line:ed5c40ca	I'm happy for you!	我替你开心！
line:79099951	I'm happy to be here too.	我也很高兴能来。
line:99fd9b51	I'm happy to give you a place you can relax.	能给你一个放松的地方，我很高兴。
line:5d36d5c8	I'm happy to have met you.	很高兴能认识你。
line:ce21622a	I'm happy to hear that.	听你这么说，我很高兴。
line:69963a6c	I'm happy you feel comfy here.	很高兴你在这里能自在放松。
line:38388248	I'm here for a wash.	我是来洗澡的。
line:a6974256	I'm here if you need someone to talk to.	如果你需要找人聊聊，我在这里。
line:6690512d	I'm impressed.	真让我刮目相看。
line:2e424b13	I'm in need of another wash.	我又需要洗个澡。
line:ef91a572	I'm Jealous!	真羡慕！
line:a79b8639	I'm just happy I don't feel judged here.	我只是很高兴，在这里不会被批判。
line:8076eb95	I'm just here for a wash though.	不过我只是来洗个澡。
line:c2caa0b7	I'm just here to bring you food!	我只是来送你食物！
line:ec6c7823	I'm just... Happy.	我只是……很开心。
line:ed4b0d48	I'm kind of excited.	我有点期待。
line:266c652e	I'm looking forward to seeing you again	我很期待再见到你。
line:e91e2041	I'm not <i>that</i> little-	我没有<i>那么</i>小——
line:cf05a364	I'm not certain why I suddenly understand your 'Yips'	我不太明白，为什么突然听得懂你的「嗷」了。
line:dcc4774b	I'm not too sure. It was on sale at WingCo.	我不太确定。WingCo 当时在特价。
line:5b31909a	I'm only doing what I think is right.	我只是做自己觉得对的事。
line:7fe349d7	I'm profoundly embarrassed by this whole ordeal.	这整件事实在让我羞愧难当。
line:cfaffc52	I'm pumped.	我超期待。
line:c0a140f8	I'm really fond of letting folks ride on my back.	我很喜欢让人骑在我背上。
line:1a5e6184	I'm really looking forward to this.	我真的很期待。
line:8b43a434	I'm really sorry you got hurt. Who did this?	你受伤了，我真的很难过。谁干的？
line:69ffe957	I'm so excited about this date!	我好期待这次约会！
line:e6290003	I'm so excited. I'll get you two in contact!	我好期待。我帮你们牵线！
line:e8611ad0	I'm sorry for dumping that all on you earlier.	抱歉，刚才把那些事全倒给你。
line:e613b1c3	I'm sorry I snapped at you earlier.	对不起，刚刚冲你发脾气。
line:de208e68	I'm sorry you got hurt...	你受伤了，我很难过……
line:4843bb47	I'm still very muddy, if you could soap me up that'd be great.	我还很脏，能帮我抹点肥皂就太好了。
line:51d4e418	I'm such an idiot.	我真是个白痴。
line:32114891	I'm sure nobody will know...	应该不会有人知道……
line:17a05c96	I'm sure we'll figure something out! just meet me at the pier!	我们一定会想到办法的！到码头找我就好！
line:8136ef1a	I'm surprised how nice it is.	没想到这么舒服。
line:722c6ab2	I'm thinking a date soon.	我想最近去约个会。
line:3471e9b1	I'm trying my best.	我正在尽力。
line:01492e5e	I'm trying not to be pushy.	我正努力不要咄咄逼人。
line:4d6cd625	I'm trying to get away from the house for a bit.	我想离开家里一下。
line:c1ef777a	I'm unsure why speaking with you is so easy.	我也不明白，为什么跟你说话这么轻松。
line:822c0718	I'm very excited.	我好期待。
line:ddab3d34	I'm very satisfied with these results..	这个成果让我很满意……
line:03eb977c	I'm well aware. A deep clean has a distinct feel!	我很清楚。彻底洗干净的感觉就是不一样！
line:f9193c0d	I'm willing to do it. But I'd like something new.	我愿意去处理，但也想要一些新的东西。
